1/1/2013,15.22133333
1/2/2013,12.005125
1/3/2013,7.167166667
1/4/2013,9.028875
1/5/2013,9.66425
1/6/2013,9.256625
1/7/2013,7.307125
1/8/2013,4.428
1/9/2013,10.78166667
1/10/2013,6.912625
1/11/2013,7.838958333
1/12/2013,12.158125
1/13/2013,7.85175
1/14/2013,2.605333333
1/15/2013,11.102625
1/16/2013,9.107833333
1/17/2013,11.11258333
1/18/2013,8.774833333
1/19/2013,6.907
1/20/2013,5.128791667
1/21/2013,8.238708333
1/22/2013,11.081875
1/23/2013,9.227125
1/24/2013,5.339166667
1/25/2013,7.228791667
1/26/2013,9.241916667
1/27/2013,8.236125
1/28/2013,10.20729167
1/29/2013,7.032041667
1/30/2013,11.06245833
1/31/2013,11.20016667
2/1/2013,4.798333333
2/2/2013,3.395333333
2/3/2013,6.526958333
2/4/2013,9.10775
2/5/2013,6.064375
2/6/2013,7.033166667
2/7/2013,7.928541667
2/8/2013,5.526916667
2/9/2013,8.423833333
2/10/2013,10.90841667
2/11/2013,10.83233333
2/12/2013,7.9225
2/13/2013,7.399333333
2/14/2013,7.47975
2/15/2013,6.227791667
2/16/2013,8.189666667
2/17/2013,8.165
2/18/2013,4.794208333
2/19/2013,5.11725
2/20/2013,10.94891667
2/21/2013,10.29904167
2/22/2013,5.952625
2/23/2013,6.521541667
2/24/2013,10.08229167
2/25/2013,6.804375
2/26/2013,13.88041667
2/27/2013,7.441
2/28/2013,7.794875
3/1/2013,4.849083333
3/2/2013,8.840958333
3/3/2013,9.947375
3/4/2013,5.777541667
3/5/2013,7.901583333
3/6/2013,14.221875
3/7/2013,14.20783333
3/8/2013,9.755041667
3/9/2013,6.87975
3/10/2013,13.341625
3/11/2013,10.397375
3/12/2013,9.108416667
3/13/2013,7.092
3/14/2013,10.14920833
3/15/2013,2.732583333
3/16/2013,8.088208333
3/17/2013,11.24670833
3/18/2013,11.36570833
3/19/2013,10.396375
3/20/2013,9.168958333
3/21/2013,6.227916667
3/22/2013,7.266333333
3/23/2013,3.008333333
3/24/2013,5.803375
3/25/2013,5.979541667
3/26/2013,11.269125
3/27/2013,14.36379167
3/28/2013,9.341916667
3/29/2013,8.988125
3/30/2013,4.528125
3/31/2013,7.158625
4/1/2013,8.381541667
4/2/2013,11.28983333
4/3/2013,8.688083333
4/4/2013,8.657125
4/5/2013,9.210541667
4/6/2013,7.826583333
4/7/2013,8.91875
4/8/2013,9.173583333
4/9/2013,10.99120833
4/10/2013,9.754625
4/11/2013,5.078166667
4/12/2013,4.482333333
4/13/2013,11.9215
4/14/2013,6.139916667
4/15/2013,12.453625
4/16/2013,12.525375
4/17/2013,5.066083333
4/18/2013,10.12629167
4/19/2013,10.39854167
4/20/2013,9.475458333
4/21/2013,5.031416667
4/22/2013,5.987666667
4/23/2013,8.4305
4/24/2013,3.307166667
4/25/2013,8.158041667
4/26/2013,9.032541667
4/27/2013,10.37945833
4/28/2013,10.85416667
4/29/2013,7.645375
4/30/2013,3.353416667
5/1/2013,8.9845
5/2/2013,7.480958333
5/3/2013,6.141666667
5/4/2013,5.484083333
5/5/2013,8.366583333
5/6/2013,7.400583333
5/7/2013,7.103916667
5/8/2013,8.380708333
5/9/2013,6.384583333
5/10/2013,4.523083333
5/11/2013,10.9185
5/12/2013,8.081875
5/13/2013,3.380333333
5/14/2013,6.537875
5/15/2013,10.969625
5/16/2013,4.697666667
5/17/2013,10.36504167
5/18/2013,11.44408333
5/19/2013,11.88104167
5/20/2013,10.75675
5/21/2013,7.201541667
5/22/2013,5.915416667
5/23/2013,12.40558333
5/24/2013,12.70145833
5/25/2013,4.385875
5/26/2013,9.497416667
5/27/2013,10.70795833
5/28/2013,10.65825
5/29/2013,9.733666667
5/30/2013,6.780916667
5/31/2013,5.912208333
6/1/2013,5.584041667
6/2/2013,5.974583333
6/3/2013,3.983375
6/4/2013,4.132625
6/5/2013,6.180041667
6/6/2013,5.021541667
6/7/2013,3.25275
6/8/2013,8.389958333
6/9/2013,9.862375
6/10/2013,11.14891667
6/11/2013,9.117625
