date,Temperature @ 2m [deg C],Sea-Level Pressure (Est) [mBar],Avg Wind Speed @ 2m [m/s],Avg Wind Direction @ 2m [deg],Avg Wind Shear [1/s],Turbulence Intensity @ 2m,Friction Velocity (u*) [m/s],Avg Wind Speed @ 80m [m/s]
2019-03-02 20:00:00,-15.32,1017.9239999999999,2.2473333333333327,98.88514999999998,0.03811666666666667,0.1559333333333333,0.22362833333333337,3.9489333333333323
2019-03-02 21:00:00,-16.51333333333333,1018.4509999999997,2.2226166666666662,29.869483333333328,0.03533333333333332,0.1572333333333333,0.17580666666666672,3.5472000000000006
2019-03-02 22:00:00,-17.206333333333326,1018.4140000000003,2.0633833333333333,216.7980333333334,0.02854999999999999,0.12803333333333336,0.13637333333333335,3.12335
2019-03-02 23:00:00,-17.49883333333333,1018.2513333333334,1.2545333333333337,144.26459999999994,0.01470000000000001,0.16633333333333328,-6.517141666666666,1.7970333333333335
2019-03-03 00:00:00,-17.721999999999998,1018.2876666666666,1.0700833333333335,67.98983333333334,0.005700000000000001,0.1554,-24.66509333333332,1.3745666666666667
2019-03-03 01:00:00,-18.360833333333332,1018.8833333333332,1.3278499999999995,38.470000000000006,0.03345,0.19196666666666673,0.17194499999999996,2.3510333333333335
2019-03-03 02:00:00,-19.101833333333328,1019.0635000000003,1.0687500000000003,42.80216666666668,0.02461666666666666,0.21045,0.12639999999999998,1.7688833333333325
2019-03-03 03:00:00,-19.883333333333326,1018.9601666666666,0.9275166666666667,36.24291666666667,0.029733333333333316,0.18061666666666673,0.17558333333333334,2.1365000000000003
2019-03-03 04:00:00,-20.04133333333333,1019.0911666666667,1.0224666666666666,64.51200000000001,0.01158333333333334,0.15805000000000008,-8.174078333333334,1.4405499999999993
2019-03-03 05:00:00,-20.590833333333325,1019.6535000000001,1.082183333333333,67.67066666666665,0.0178,0.13370000000000004,0.10264166666666671,1.536133333333333
2019-03-03 06:00:00,-20.671833333333336,1019.8609999999995,0.5661500000000002,34.178283333333326,0.008350000000000005,0.1807833333333333,-9.820153333333336,0.7316333333333335
2019-03-03 07:00:00,-20.022666666666666,1019.8681666666666,0.5672666666666668,129.28449999999998,0.003633333333333333,0.08701666666666667,-21.39843,0.29779999999999984
2019-03-03 08:00:00,-18.59466666666667,1020.0798333333335,0.5882500000000002,203.48283333333336,-0.0022166666666666667,0.15256666666666666,-29.66490666666667,0.2729999999999998
2019-03-03 09:00:00,-18.389333333333337,1020.0936666666664,1.1827166666666669,65.67495,0.0004000000000000001,0.2255333333333333,-6.54154,0.2729999999999998
2019-03-03 10:00:00,-17.800000000000004,1019.725166666667,0.8281166666666666,70.43889999999996,-0.001900000000000001,0.2502833333333333,-22.93982666666666,0.5166666666666667
2019-03-03 11:00:00,-17.264333333333333,1019.4359999999999,0.7587833333333336,108.76311666666669,0.0020833333333333337,0.26861666666666667,-16.426943333333337,0.6774833333333331
2019-03-03 12:00:00,-16.581,1018.6926666666666,0.8442166666666667,107.57483333333334,0.004266666666666667,0.25526666666666675,-16.417661666666667,0.6704000000000001
2019-03-03 13:00:00,-16.71983333333333,1018.0024999999999,1.169466666666666,56.612166666666646,0.0033666666666666675,0.19130000000000003,-9.841649999999996,0.9843666666666667
2019-03-03 14:00:00,-16.51033333333333,1018.1081666666664,1.1033333333333333,38.68933333333334,0.005283333333333335,0.18588333333333334,-9.847655,1.0871666666666668
2019-03-03 15:00:00,-16.783000000000005,1018.6108333333331,1.58915,51.44966666666667,0.014900000000000007,0.153,-1.5652666666666666,1.8187833333333332
2019-03-03 16:00:00,-16.990499999999997,1018.7458333333332,1.2024833333333336,47.39216666666667,0.006600000000000003,0.16824999999999998,-4.877938333333335,1.357466666666667
2019-03-03 17:00:00,-17.334333333333333,1018.7471666666663,1.2010999999999998,62.097666666666655,0.008766666666666671,0.14716666666666667,-6.543416666666668,1.1861999999999997
2019-03-03 18:00:00,-17.97800000000001,1019.3296666666668,0.6089333333333334,23.659516666666665,0.021616666666666676,0.1686666666666667,0.11737,1.0370666666666666
2019-03-03 19:00:00,-18.495499999999996,1019.6125,0.5518666666666667,57.38333333333335,0.019800000000000005,0.10305000000000002,0.11922999999999997,1.456933333333334
2019-03-03 20:00:00,-18.48466666666668,1019.9595000000002,0.6818000000000002,202.04808333333327,0.010850000000000005,0.14570000000000005,-6.4613716666666665,1.2116999999999998
2019-03-03 21:00:00,-18.531,1020.1003333333337,0.5898666666666669,124.11393333333335,0.008150000000000004,0.12686666666666668,-2.896293333333333,0.8762833333333334
2019-03-03 22:00:00,-18.724500000000017,1020.1173333333335,0.3778666666666667,94.06666666666663,0.0019666666666666665,0.05959999999999999,-14.799568333333326,0.4481833333333332
2019-03-03 23:00:00,-19.324,1020.1471666666669,0.7368666666666667,185.75249999999994,0.0011166666666666666,0.05491666666666666,-23.025664999999996,0.7130333333333334
2019-03-04 00:00:00,-19.687333333333335,1020.0145000000001,1.1305000000000003,218.20333333333335,-0.005233333333333334,0.08523333333333334,-34.378483333333335,1.2509666666666666
2019-03-04 01:00:00,-18.96983333333333,1019.9231666666668,0.8836333333333329,240.01999999999998,0.008333333333333335,0.08675000000000001,-1.4709383333333326,1.3775333333333337
2019-03-04 02:00:00,-18.86466666666667,1019.613,1.2572333333333334,219.92999999999992,-0.028050000000000005,0.0872166666666666,-70.91790166666667,0.37551666666666655
2019-03-04 03:00:00,-18.087000000000003,1019.2360000000001,1.08105,229.68999999999997,-0.011566666666666671,0.12345,-39.45680166666667,1.062733333333333
2019-03-04 04:00:00,-18.625499999999995,1019.3676666666667,0.6436666666666665,264.24043333333327,0.016750000000000008,0.07138333333333334,0.10110166666666665,0.8405166666666666
