date,Temperature @ 2m [deg C],Sea-Level Pressure (Est) [mBar],Avg Wind Speed @ 2m [m/s],Avg Wind Direction @ 2m [deg],Avg Wind Shear [1/s],Turbulence Intensity @ 2m,Friction Velocity (u*) [m/s],Avg Wind Speed @ 80m [m/s]
2019-01-01 13:00:00,-14.148166666666672,1015.1894999999997,0.9014666666666666,106.69633333333334,0.00395,0.25695000000000007,-9.756623333333335,1.001466666666667
2019-01-01 14:00:00,-13.996666666666666,1014.8683333333332,1.0742000000000003,86.88300000000002,-0.002950000000000001,0.18725,-16.36616833333333,1.0621166666666666
2019-01-01 15:00:00,-13.363333333333337,1014.5553333333334,0.7144,135.40616666666665,0.010150000000000001,0.18201666666666674,-9.810860000000002,1.0583333333333338
2019-01-01 16:00:00,-15.446666666666665,1015.099,0.9846833333333331,177.00816666666677,0.0008666666666666665,0.06453333333333332,-13.337216666666666,0.8757666666666668
2019-01-01 17:00:00,-16.115499999999994,1014.9324999999998,2.3953166666666665,198.20166666666663,0.06225000000000001,0.06960000000000001,0.3284683333333333,2.3976499999999996
2019-01-01 18:00:00,-15.534666666666668,1015.3059999999999,2.8557333333333346,178.72166666666664,0.07830000000000004,0.08978333333333333,0.4900816666666667,2.20355
2019-01-01 19:00:00,-14.111666666666668,1015.4501666666667,1.5095333333333332,206.97166666666664,-0.008783333333333337,0.06913333333333332,-37.66838666666668,1.267066666666667
2019-01-01 20:00:00,-13.431666666666661,1015.4713333333333,0.9581999999999998,289.88699999999994,0.021333333333333333,0.09160000000000003,-4.789513333333335,1.3037
2019-01-01 21:00:00,-12.208166666666665,1015.3136666666669,1.2010166666666666,238.79500000000004,-0.0021166666666666677,0.09278333333333334,-25.864030000000003,1.5171333333333337
2019-01-01 22:00:00,-9.290833333333335,1014.5895000000003,1.8625000000000003,225.67500000000004,1.666666666666691e-05,0.08706666666666668,0.29305833333333337,2.868416666666667
2019-01-01 23:00:00,-8.312233333333333,1014.3563333333334,1.8635000000000004,222.51333333333332,-0.0209,0.07711666666666667,-31.133936666666667,1.9541499999999998
2019-01-02 00:00:00,-8.451433333333332,1014.5043333333331,1.6090833333333334,273.1233333333333,0.014583333333333337,0.0921166666666667,-21.153214999999996,3.207533333333333
2019-01-02 01:00:00,-10.685500000000001,1015.426833333333,1.5654000000000006,309.22666666666663,0.05599999999999999,0.07316666666666669,0.43216333333333334,4.949333333333331
2019-01-02 02:00:00,-9.952666666666664,1016.0108333333335,1.0721500000000002,218.1578333333334,0.021800000000000007,0.12378333333333334,0.48400499999999996,4.164866666666667
2019-01-02 03:00:00,-9.155716666666667,1016.2049999999999,1.5455666666666663,244.09999999999997,0.02556666666666667,0.08356666666666664,0.39904999999999996,4.29525
2019-01-02 04:00:00,-8.247016666666665,1015.8223333333333,1.7622833333333334,247.58833333333334,0.008900000000000002,0.10763333333333332,-9.718035000000002,1.9354333333333331
2019-01-02 05:00:00,-8.13045,1015.3998333333332,1.9465333333333332,226.27833333333336,-0.019716666666666664,0.10501666666666669,-47.587399999999995,1.6701333333333332
2019-01-02 06:00:00,-7.836833333333335,1016.0035,2.2157999999999998,233.44166666666658,0.020683333333333317,0.06828333333333333,-9.639849999999997,3.0483833333333332
2019-01-02 07:00:00,-7.440250000000001,1016.6840000000001,1.8748166666666661,237.43499999999997,-0.0003666666666666672,0.0593,-22.985268333333337,0.8338166666666669
2019-01-02 08:00:00,-5.531000000000002,1017.3378333333333,1.2558500000000001,244.81833333333347,0.01823333333333334,0.08386666666666669,0.16131166666666666,0.6851333333333331
2019-01-02 09:00:00,-2.5724000000000005,1017.5586666666665,0.8545166666666665,186.32166666666674,0.036850000000000015,0.15883333333333335,0.2571833333333333,2.3119500000000004
2019-01-02 10:00:00,-2.223716666666668,1017.2081666666672,2.4636999999999984,177.42833333333334,0.04386666666666667,0.13421666666666668,0.239415,4.120616666666667
2019-01-02 11:00:00,-0.6004333333333334,1016.4166666666665,2.6650333333333336,165.44000000000003,0.04578333333333332,0.14496666666666666,0.27564000000000005,5.0451999999999995
2019-01-02 12:00:00,0.6503500000000002,1015.2540000000001,2.30145,158.04333333333332,0.0634,0.17031666666666662,0.2553133333333333,4.475650000000002
2019-01-02 13:00:00,1.564500000000001,1015.1123333333331,2.675716666666667,170.59333333333333,0.038450000000000005,0.13680000000000003,0.14311666666666667,3.8754000000000004
2019-01-02 14:00:00,2.3688166666666666,1015.394,1.5684500000000006,136.05716666666666,0.04295000000000001,0.20281666666666665,-11.376776666666668,2.741533333333334
2019-01-02 15:00:00,1.6011333333333333,1015.7686666666667,0.7458833333333332,167.2202333333333,0.0009499999999999995,0.1564666666666667,-13.076334999999998,0.7585
2019-01-02 16:00:00,-1.3369166666666668,1015.8491666666666,1.0916166666666667,251.975,-0.024233333333333343,0.062383333333333325,-56.06135833333333,0.5291499999999999
2019-01-02 17:00:00,-3.449633333333332,1016.1218333333335,2.0217999999999994,215.37500000000003,0.003116666666666663,0.06731666666666666,-24.485373333333335,2.3179166666666666
2019-01-02 18:00:00,-3.0749000000000004,1016.496,1.8094333333333332,233.6183333333333,-0.011016666666666673,0.05213333333333334,-39.54821666666666,0.6805833333333333
2019-01-02 19:00:00,-3.5570499999999994,1016.6491666666666,2.1516166666666674,218.93333333333328,-0.01848333333333334,0.056949999999999994,-19.488026666666663,2.5547666666666657
2019-01-02 20:00:00,-2.0992666666666664,1016.4983333333331,1.4620333333333337,237.15166666666667,0.005516666666666667,0.1028,-2.819123333333332,2.0296
2019-01-02 21:00:00,-1.7493000000000003,1016.4081666666666,1.0802666666666665,272.77833333333325,0.042449999999999995,0.16599999999999995,0.4297416666666666,3.1291500000000005
2019-01-02 22:00:00,-1.9023666666666672,1016.2980000000003,1.3443166666666662,252.0916666666666,0.02073333333333333,0.07936666666666667,-1.2940099999999999,3.412116666666665
2019-01-02 23:00:00,-2.3057666666666674,1016.1255,1.5787500000000005,243.26333333333335,0.02965000000000001,0.0775666666666667,0.3114450000000001,3.571616666666666
2019-01-03 00:00:00,-1.5439833333333335,1016.3375000000001,1.2127166666666664,199.50483333333338,0.01681666666666667,0.16038333333333332,-6.179731666666666,3.655583333333332
2019-01-03 01:00:00,-2.270133333333334,1016.1333333333332,1.5486500000000007,206.51333333333335,-0.028883333333333337,0.08974999999999998,-57.545168333333336,1.3587666666666667
2019-01-03 02:00:00,-0.7633166666666666,1015.888833333333,0.923983333333333,179.37083333333342,-0.0053333333333333306,0.1443833333333333,-27.52752,1.08525
2019-01-03 03:00:00,-0.7054166666666664,1015.7243333333332,1.877716666666666,235.02666666666673,-0.02778333333333333,0.06388333333333333,-30.981276666666663,2.220783333333333
2019-01-03 04:00:00,-0.2956833333333331,1015.154,1.8214499999999998,266.2783333333334,0.025883333333333328,0.11389999999999999,-11.338643333333328,2.9212333333333333
2019-01-03 05:00:00,0.7335500000000003,1014.9746666666668,1.6657166666666676,261.9883333333333,0.039899999999999984,0.12705000000000002,-1.3335750000000002,3.833683333333335
2019-01-03 06:00:00,0.9758166666666662,1015.3911666666664,1.1641166666666665,258.72833333333335,0.030533333333333332,0.09515000000000001,-1.3453533333333338,2.1093166666666665
2019-01-03 07:00:00,0.38153333333333334,1015.6411666666668,1.7207833333333336,241.2433333333333,0.023716666666666657,0.08423333333333335,0.20513000000000006,2.1105666666666667
2019-01-03 08:00:00,3.6619666666666664,1015.9866666666663,1.0778833333333335,263.17,0.02903333333333333,0.10421666666666671,0.2178516666666667,0.8363333333333336
2019-01-03 09:00:00,5.704266666666669,1016.3275000000001,0.9347666666666667,253.10768333333337,0.02449999999999999,0.18140000000000003,0.33333,2.8190999999999997
2019-01-03 10:00:00,8.508899999999999,1016.1115000000001,1.5171166666666664,190.44500000000005,0.01451666666666667,0.1370166666666667,-14.740329999999998,1.9959500000000001
2019-01-03 11:00:00,8.943216666666665,1015.6953333333333,1.7995999999999994,106.79433333333328,0.020950000000000003,0.2197,-3.1267833333333335,2.3060666666666663
2019-01-03 12:00:00,9.881500000000004,1015.1455000000001,1.4382500000000003,135.26999999999995,0.018866666666666674,0.21986666666666663,-1.4505300000000008,2.162116666666667
2019-01-03 13:00:00,10.845666666666666,1014.8476666666664,2.555233333333333,157.85,0.0664,0.19364999999999996,0.2144066666666667,3.9308666666666676
2019-01-03 14:00:00,11.144,1014.6623333333334,2.892033333333332,162.34333333333333,0.061116666666666646,0.1581166666666667,0.2065083333333332,4.361266666666666
2019-01-03 15:00:00,10.615000000000004,1014.818333333333,1.6031666666666673,124.98883333333335,0.06563333333333334,0.1763500000000001,0.23181000000000002,3.1854333333333336
2019-01-03 16:00:00,7.936350000000001,1015.3325000000004,1.0277999999999998,196.70183333333335,-0.017616666666666662,0.11211666666666666,-42.761345,1.0893500000000007
2019-01-03 17:00:00,5.822349999999999,1015.5521666666666,1.3636333333333341,265.1019333333333,0.032433333333333335,0.11016666666666668,0.2077483333333333,1.9450666666666665
2019-01-03 18:00:00,6.614533333333337,1015.5059999999999,0.9625999999999998,215.9621666666666,0.029033333333333345,0.16940000000000005,0.27682333333333337,2.749233333333333
2019-01-03 19:00:00,7.1621000000000015,1015.4488333333337,2.1555999999999997,259.15166666666664,0.06273333333333334,0.17201666666666665,0.41445166666666666,5.596466666666668
2019-01-03 20:00:00,7.859933333333332,1015.7688333333332,4.455983333333334,295.68166666666673,0.09633333333333335,0.17456666666666662,0.5434500000000001,8.99445
